Sub_County,Neighborhood,sq_mtrs,Bedrooms,Bathrooms,Price
Westlands,General Mathenge,260.0,3.0,4.0,135000
Dagoretti North,Kileleshwa,258.0,3.0,4.0,135000
Westlands,"Parklands, Parklands",4.0,4.0,4.0,135000
Westlands,"Rhapta Road, Westlands Area",1.0,1.0,1.0,135000
Dagoretti North,"Laikipia Road, Kileleshwa",150.0,2.0,2.0,135000
Westlands,"1st Parklands Avenue, Parklands",3.0,3.0,4.0,135000
Westlands,"Pilipili way, Westlands Area",2.0,2.0,3.0,135000
Dagoretti North,Lavington,3.0,3.0,2.0,135000
Westlands,"Brookside Drive, Brookside",3.0,3.0,3.0,135000
Westlands,Westlands Area,2.0,2.0,2.0,135000
Westlands,"Waiyaki Way, Westlands Area",150.0,2.0,2.0,135000
Dagoretti North,"Riara Road, Kilimani, Nairobi , Kilimani",260.0,4.0,,135000
Westlands,Rhapta Road,3.0,3.0,3.0,136000
Westlands,"Mpaka Rd, Westlands Area",23.0,3.0,2.0,140000
Westlands,"Riverside Drive, Riverside",7.0,1.0,1.0,140000
Westlands,"General Mathenge, General Mathenge",24.0,4.0,4.0,140000
Westlands,"Rhapta Rd, Rhapta Road",23.0,3.0,3.0,140000
Westlands,"Riverside close, Riverside",160.0,2.0,2.0,140000
Dagoretti North,Lavington,279.0,3.0,4.0,140000
Dagoretti North,Lavington,180.0,4.0,5.0,140000
Dagoretti North,"Mbaazi, Lavington",2.0,2.0,2.0,140000
Muthaiga,"Naivasha Avenue, Old Muthaiga",4047.0,1.0,1.0,140000
Westlands,Riverside,2.0,2.0,,140000
Dagoretti North,"Lenana rd,kilimani, Kilimani",120.0,2.0,2.0,140000
Dagoretti North,"Othaya Road, Kileleshwa",3.0,3.0,5.0,140000
Dagoretti North,"Laikipia Road, Kileleshwa",3.0,3.0,2.0,140000
Dagoretti North,"Off Riara, Lavington",3.0,3.0,5.0,140000
Dagoretti North,"Lavington, Lavington, Lavington",3.0,3.0,3.0,140000
Dagoretti North,Kilimani,300.0,3.0,4.0,140000
Dagoretti North,Kileleshwa,300.0,4.0,5.0,140000
Westlands,"Brookside, Brookside",1.0,1.0,1.0,140000
Westlands,Parklands,3.0,3.0,,140000
Westlands,Waiyaki Way,4.0,4.0,3.0,140000
Westlands,"Jambo Regency Apartments, Waiyaki Way",4.0,4.0,3.0,140000
Dagoretti North,Lavington,1.0,1.0,,140000
Westlands,Rhapta Road,4.0,4.0,3.0,140000
Westlands,"Fahari Palace Apartments, Church Road, Westlands Area",2.0,2.0,2.0,140000
Dagoretti North,"Off Dennis Pritt Road, Kileleshwa",3.0,3.0,2.0,140000
Westlands,Westlands Area,2.0,2.0,2.0,140000
Westlands,Parklands,3.0,3.0,3.0,140000
Westlands,Lower Kabete,3.0,3.0,3.0,140000
Westlands,"Mpaka Road, Westlands Area",2.0,2.0,2.0,140000
Dagoretti North,"Ngong Rd, Kilimani",13.0,2.0,2.0,140000
Westlands,"Riverside drive , Riverside",1.0,1.0,1.0,140000
Dagoretti North,"kindaruma road, Kilimani",2.0,2.0,2.0,140000
Westlands,"riverside, Riverside, Riverside",3.0,3.0,3.0,140000
Westlands,Parklands,3.0,3.0,4.0,140000
Westlands,"Brookside, Brookside",3.0,3.0,3.0,140000
Westlands,"Brookside, Westlands Area",3.0,3.0,3.0,140000
Westlands,Westlands Area,2023.0,3.0,3.0,140000
Dagoretti North,Kileleshwa,3.0,3.0,2.0,140000
Westlands,Riverside,3.0,3.0,3.0,140000
Dagoretti North,Lavington,3.0,3.0,3.0,140000
Dagoretti North,Kileleshwa,1500.0,2.0,2.0,140000
Dagoretti North,Lavington,3.0,3.0,4.0,140000
Dagoretti North,Kilimani,2.0,2.0,2.0,140000
Westlands,Waiyaki Way,2.0,2.0,2.0,140000
Westlands,Riverside,186.0,2.0,2.0,140000
Dagoretti North,Kilimani,3.0,3.0,2.0,140000
Dagoretti North,Kilimani,111.0,2.0,,140000
Westlands,General Mathenge,3.0,3.0,2.0,140000
Dagoretti North,"suguta road, Kileleshwa",2.0,2.0,2.0,140000
Westlands,General Mathenge,2.0,2.0,3.0,140000
Westlands,"Brookside, Westlands Area",262.0,3.0,3.0,140000
Westlands,"Westlands, Brookside",3.0,3.0,3.0,140000
Dagoretti North,"near Valley arcade shopping, Valley Arcade",3.0,3.0,4.0,140000
Westlands,Riverside,4.0,4.0,3.0,140000
Westlands,Westlands Area,20000.0,2.0,2.0,140000
Dagoretti North,Kilimani,2.0,2.0,,140000
Westlands,"5Th Avenue, Parklands",4.0,4.0,4.0,140000
Westlands,Riverside,3.0,3.0,4.0,140000
Westlands,"Githuri Road, Parklands",4.0,4.0,5.0,145000
Dagoretti North,Kilimani,3.0,3.0,4.0,145000
Thika Road,Thika Road,3.0,3.0,3.0,145000
Dagoretti North,"Gatundu Road, Kileleshwa, Nairobi, Kileleshwa",2400.0,3.0,3.0,145000
Westlands,Parklands,4.0,4.0,4.0,145000
Dagoretti North,"kileleshwa, Kileleshwa, Kileleshwa",3.0,3.0,3.0,145000
Westlands,Westlands Area,2.0,2.0,2.0,145000
Dagoretti North,Kilimani,3.0,3.0,3.0,145000
Dagoretti North,"Argwings Kodhek Rd, Kilimani",2.0,2.0,2.0,150000
Dagoretti North,Kilimani,279.0,4.0,5.0,150000
Dagoretti North,"Othaya Rd, Lavington",24.0,4.0,4.0,150000
Westlands,"Laikipia Rd, Riverside",13.0,2.0,2.0,150000
Dagoretti North,"Laikipia , Kileleshwa",2.0,2.0,2.0,150000
Westlands,Riverside,3.0,3.0,3.0,150000
Westlands,General Mathenge,3.0,3.0,,150000
Dagoretti North,"Othaya Road, Lavington",4.0,4.0,4.0,150000
Dagoretti North,"Siaya Road, Kileleshwa",4.0,4.0,5.0,150000
Westlands,"Parklands Road, Westlands, Nairobi, Parklands",260.0,4.0,,150000
Westlands,Westlands Area,21000.0,4.0,4.0,150000
Dagoretti North,Kileleshwa,4.0,4.0,5.0,150000
Dagoretti North,Lavington,200.0,2.0,2.0,150000
Dagoretti North,Kilimani,2.0,2.0,,150000
Westlands,Westlands Area,4.0,4.0,3.0,150000
Dagoretti North,"Mandera Road, Kileleshwa",220.0,3.0,4.0,150000
Westlands,"Lantana Road, Rhapta Road",2500.0,4.0,5.0,150000
Westlands,"1, Redhill drive, Nyari",270.0,3.0,4.0,150000
Dagoretti North,Kileleshwa,4.0,4.0,,150000
Westlands,Riverside,3.0,3.0,4.0,150000
Dagoretti North,"Kindaruma Road, Kilimani",2.0,2.0,2.0,150000
Westlands,Rhapta Road,3.0,3.0,3.0,150000
Dagoretti North,"Rose Avenue, Kilimani",3.0,3.0,2.0,150000
Dagoretti North,Kilimani,3.0,3.0,3.0,150000
Westlands,Westlands Area,2.0,2.0,2.0,150000
Westlands,"parklands, Parklands, Parklands",4.0,4.0,4.0,150000
Dagoretti North,Kilimani,120.0,2.0,,150000
Westlands,"21 03 25, 32 FA, Waiyaki Way",111.0,1.0,1.0,150000
Westlands,"Le'mac, Slip Road, Waiyaki Way",46.0,2.0,2.0,150000
Dagoretti North,"Gatundu Rd, Kileleshwa",23.0,3.0,4.0,150000
Westlands,"Rhapta Rd, Rhapta Road",25.0,4.0,3.0,150000
Langata,Karen,2.0,2.0,3.0,150000
Dagoretti North,Kilimani,4.0,4.0,5.0,150000
Thika Road,Thika Road,2.0,2.0,1.0,150000
Dagoretti North,"Othaya road, Kileleshwa",3.0,3.0,4.0,150000
Westlands,"12, lower kabete, Brookside",3.0,3.0,4.0,150000
Dagoretti North,Lavington,3.0,3.0,2.0,150000
Westlands,Rhapta Road,4.0,4.0,,150000
Dagoretti North,Kileleshwa,3.0,3.0,3.0,150000
Westlands,Nyari,4.0,4.0,,150000
Dagoretti North,"Riara road, Kilimani",2025.0,3.0,2.0,150000
Dagoretti North,"Yaya Centre, Kilimani",290.0,4.0,5.0,150000
Dagoretti North,"walk to valley arcade, Lavington",4.0,4.0,5.0,150000
Dagoretti North,"near Kasusku, Kileleshwa",3.0,3.0,4.0,150000
Westlands,"Rhapta Road, Rhapta Road",3.0,3.0,4.0,150000
Westlands,Brookside,3.0,3.0,4.0,150000
Westlands,"Brookside Drive, Westlands Area",3.0,3.0,3.0,150000
Westlands,General Mathenge,2.0,2.0,3.0,150000
Westlands,"Shanzu road, Spring Valley",4.0,4.0,5.0,150000
Dagoretti North,Kileleshwa,325.0,4.0,4.0,150000
Kiambu Road,Kiambu Road,3.0,3.0,2.0,150000
Westlands,Westlands Area,4.0,4.0,4.0,150000
Westlands,Westlands Area,1.0,1.0,1.0,150000
Westlands,"Lone Tree, Rosslyn",80.0,2.0,2.0,150000
Westlands,"1, Rosslyn Lone Tree Estate Road, Rosslyn",90.0,2.0,2.0,150000
Westlands,"Brookside Drive, Brookside",150.0,2.0,2.0,150000
Westlands,"Peponi Road, Westlands Area",150.0,2.0,2.0,150000
Westlands,Westlands Area,2.0,2.0,,150000
Westlands,Brookside,3.0,3.0,,150000
Dagoretti North,Hurlingham,3.0,3.0,,150000
Dagoretti North,Kileleshwa,2.0,2.0,2.0,150000
Westlands,Westlands Area,2.0,2.0,3.0,150000
Westlands,"Brookside, Brookside, Brookside",4.0,4.0,4.0,150000
Westlands,Rhapta Road,3.0,3.0,4.0,150000
Dagoretti North,"Mbaazi Avenue, Lavington",3.0,3.0,3.0,150000
Westlands,Parklands,4.0,4.0,,150000
Westlands,Westlands Area,3.0,3.0,,150000
Dagoretti North,"Gatundu Rd, Kileleshwa",23.0,3.0,3.0,150000
Dagoretti North,"Kitale Lane, Kilimani",14.0,2.0,2.0,150000
Dagoretti North,Dennis Pritt,3.0,3.0,2.0,150000
Westlands,"6Th Parklands , Parklands",158.0,3.0,2.0,150000
Westlands,Kyuna,3.0,3.0,3.0,150000
Dagoretti North,"Argwings Kodhek, Kilimani",160.0,3.0,4.0,150000
Westlands,"School lane, Westlands Area",2.0,2.0,2.0,150000
Dagoretti North,"Argwings Kodhek Rd, Kilimani",3.0,3.0,4.0,150000
Westlands,Gigiri,3.0,3.0,2.0,150000
Langata,"Kiambere Road, Upper Hill",133.0,2.0,,150000
Dagoretti North,"Mbaazi, Lavington",4.0,4.0,3.0,150000
Dagoretti North,"Near Yaya Center, Kilimani",1.0,1.0,1.0,150000
Dagoretti North,"behind Junction Mall, Kilimani",3.0,3.0,3.0,150000
Dagoretti North,Kileleshwa,4.0,4.0,4.0,150000
Westlands,Westlands Area,2601.0,3.0,4.0,150000
Westlands,Riverside,2.0,2.0,2.0,150000
Westlands,"General Mathenge Drive, General Mathenge",3000.0,4.0,4.0,150000
Westlands,"Brookside Drive, Brookside",3.0,3.0,,150000
Dagoretti North,Kileleshwa,3.0,3.0,4.0,150000
Dagoretti North,Lavington,4.0,4.0,4.0,150000
Westlands,"School Lane, Parklands",2.0,2.0,2.0,150000
Dagoretti North,Kilimani,2.0,2.0,3.0,150000
Westlands,"Raphta Road, Westlands, Nairobi, Rhapta Road",325.0,3.0,,150000
Dagoretti North,"Mbaazi, Mbaazi, Lavington",3.0,3.0,2.0,150000
Dagoretti North,Lavington,3.0,3.0,3.0,150000
Dagoretti North,Kilimani,2.0,2.0,2.0,150000
Westlands,Parklands,2.0,2.0,2.0,155000
Westlands,Brookside,3.0,3.0,5.0,155000
Westlands,"General Mathenge, Spring Valley",4.0,4.0,4.0,155000
Westlands,"Riverside Drive, Riverside",2950.0,3.0,5.0,155000
Westlands,Westlands Area,4.0,4.0,3.0,158000
Westlands,"Mpaka Rd, Westlands Area",24.0,4.0,3.0,160000
Westlands,"General Mathenge, General Mathenge",16.0,2.0,2.0,160000
Westlands,Gigiri,1.0,1.0,1.0,160000
Dagoretti North,Lavington,4.0,4.0,,160000
Dagoretti North,"kilimani, Kilimani, Kilimani",4.0,4.0,4.0,160000
Dagoretti North,Lavington,4.0,4.0,4.0,160000
Dagoretti North,"Ole-ndume road, Kilimani, Kilimani",4.0,4.0,3.0,160000
Dagoretti North,"Riara Rd, Lavington",3.0,3.0,3.0,160000
Westlands,General Mathenge,280.0,3.0,3.0,160000
Westlands,Westlands Area,3.0,3.0,2.0,160000
Westlands,Westlands Area,2.0,2.0,2.0,160000
Westlands,Gigiri,3.0,3.0,2.0,160000
Westlands,"Oldonyo Sabuk, Westlands Area",2.0,2.0,2.0,160000
Westlands,"Brookside, Brookside",3.0,3.0,3.0,160000
Westlands,Westlands Area,3.0,3.0,,160000
Westlands,General Mathenge,3.0,3.0,4.0,160000
Westlands,Rhapta Road,1.0,1.0,2.0,160000
Dagoretti North,"Gitanga Road, Kileleshwa",220.0,3.0,3.0,160000
Westlands,"Opposite Parklands Baptist Church, Westlands Area",3.0,3.0,3.0,160000
Westlands,Spring Valley,4.0,4.0,4.0,160000
Dagoretti North,"Valley Arcade, Mbaazi Avenue, Lavington",3.0,3.0,3.0,160000
Dagoretti North,Valley Arcade,3.0,3.0,3.0,160000
Westlands,Spring Valley,130.0,2.0,1.0,160000
Westlands,Riverside,3.0,3.0,3.0,160000
Dagoretti North,Kileleshwa,2.0,2.0,2.0,160000
Westlands,Brookside,4.0,4.0,4.0,160000
Westlands,"Mvuli road, Westlands Area",3.0,3.0,2.0,160000
Langata,Upper Hill,3.0,3.0,,160000
Westlands,General Mathenge,3.0,3.0,5.0,160000
Westlands,"Donyo Sabuk Avenue , General Mathenge",344.0,4.0,4.0,160000
Westlands,General Mathenge,16.0,2.0,3.0,160000
Dagoretti North,"Ole Dume, Kilimani",23.0,3.0,3.0,160000
Dagoretti North,"Mwingi Rd, Kileleshwa",23.0,3.0,3.0,160000
Dagoretti North,"Denispritt, Kitale Lane, Kilimani",2.0,2.0,2.0,160000
Westlands,Riverside,3.0,3.0,4.0,160000
Dagoretti North,"Mbaazi Avenue, Lavington",3.0,3.0,2.0,160000
Westlands,Karura,2.0,2.0,3.0,160000
Westlands,Westlands Area,2000.0,1.0,1.0,160000
Westlands,Westlands Area,20000.0,2.0,2.0,160000
Dagoretti North,Kileleshwa,2.0,2.0,3.0,160000
Dagoretti North,"01, Marula Lane, Kilimani",250.0,4.0,4.0,160000
Westlands,"General Mathenge Road, General Mathenge",260.0,4.0,5.0,160000
Dagoretti North,Lavington,2.0,2.0,2.0,160000
Westlands,Parklands,3.0,3.0,4.0,160000
Dagoretti North,"Othaya Road, Kileleshwa",4.0,4.0,6.0,160000
Dagoretti North,Kilimani,3.0,3.0,4.0,160000
Westlands,"General Mathenge, General Mathenge",24.0,4.0,4.0,160000
Westlands,"Rhapta Road, Rhapta Road",3.0,3.0,,160000
Dagoretti North,"kilimani, Kilimani, Kilimani",3.0,3.0,3.0,160000
Westlands,"General Mathenge Drive, Spring Valley",232.0,4.0,5.0,160000
Westlands,Loresho,4.0,4.0,4.0,160000
Westlands,"Westlands, Westlands Area",2.0,2.0,2.0,160000
Dagoretti North,"Argwings Kodhek Road, Kilimani",260.0,3.0,4.0,160000
Westlands,"General Mathenge, General Mathenge",4.0,4.0,4.0,160000
Nyali,Nyali Area,3.0,3.0,4.0,160000
Dagoretti North,Kilimani,2.0,2.0,,160000
Westlands,"Mpaka Road, Westlands, Nairobi, Westlands Area",186.0,4.0,,160000
Westlands,Westlands Area,2.0,2.0,,160000
Westlands,Waiyaki Way,1.0,1.0,2.0,160000
Westlands,"Lower kabete, Kabete Lane, Spring Valley",4645.0,3.0,2.0,160000
Westlands,Brookside,3.0,3.0,4.0,160000
Dagoretti North,"Ole Dume, Kilimani",24.0,3.0,3.0,165000
Westlands,Rhapta Road,3.0,3.0,3.0,165000
Dagoretti North,"Argwings Kodhek, Kilimani",230.0,3.0,4.0,165000
Westlands,"Mpaka Road, Westlands Area",4.0,4.0,4.0,165000
Westlands,Parklands,4.0,4.0,,165000
Westlands,General Mathenge,3.0,3.0,3.0,165000
Westlands,"General mathenge, General Mathenge",2800.0,3.0,4.0,165000
Westlands,"6Th Parklands, Nairobi , Parklands",260.0,3.0,,165000
Westlands,"General Mathenge Road, General Mathenge",260.0,3.0,4.0,165000
Westlands,Westlands Area,4.0,4.0,3.0,165000
Westlands,Brookside,4.0,4.0,3.0,165000
Westlands,"Peponi Road, Peponi Road, Karura",2.0,2.0,2.0,165000
Dagoretti North,Kilimani,3.0,3.0,3.0,165000
Dagoretti North,Lavington,2.0,2.0,,165000
Dagoretti North,"Galana Road, Kilimani",2.0,2.0,3.0,165000
Dagoretti North,"Argwings Kodhek, Lavington",3.0,3.0,3.0,170000
Westlands,"General Mathenge, General Mathenge",23.0,3.0,3.0,170000
Dagoretti North,"Arwings Kodhek, Kilimani",28.0,3.0,4.0,170000
Dagoretti North,"Kitale Lane, Kilimani",23.0,3.0,3.0,170000
Westlands,"Peponi rd, Spring Valley",150.0,2.0,2.0,170000
Westlands,"General Mathege, General Mathenge",175.0,3.0,3.0,170000
Westlands,"riverside, Riverside, Riverside",3.0,3.0,3.0,170000
Dagoretti North,"Othaya Rd, Kileleshwa",3.0,3.0,4.0,170000
Westlands,Parklands,3.0,3.0,3.0,170000
Westlands,"General Mathenge, General Mathenge",3.0,3.0,3.0,170000
Westlands,"General mathenge, General Mathenge",3.0,3.0,3.0,170000
Westlands,Nyari,3.0,3.0,3.0,170000
Westlands,"General Mathenge Road, General Mathenge",250.0,4.0,5.0,170000
Westlands,"Brookside Drive, Brookside",230.0,3.0,4.0,170000
Dagoretti North,"Dennis Pritt, Kilimani",12.0,2.0,2.0,170000
Dagoretti North,"Signature Residence Nairobi, Kileleshwa",20.0,3.0,3.0,170000
Westlands,"Amrutha Brookside Dr Nairobi, Brookside",186.0,3.0,3.0,170000
Dagoretti North,", Dennis Pritt, Kilimani",2.0,2.0,2.0,170000
Dagoretti North,"Menelik road Kilimani , Kilimani",18.0,2.0,3.0,170000
Westlands,"School Lane, Brookside",3.0,3.0,4.0,170000
Westlands,Parklands,2.0,2.0,2.0,170000
Westlands,General Mathenge,2.0,2.0,3.0,170000
Dagoretti North,"Chaka Road, Kilimani",1.0,1.0,,170000
Dagoretti North,Kilimani,2.0,2.0,2.0,170000
Dagoretti North,Kilimani,3.0,3.0,3.0,170000
Dagoretti North,"Marcus Garvey Road, Kilimani",4047.0,3.0,,170000
Dagoretti North,"Dennis Pritt, Kilimani",2.0,2.0,2.0,170000
Dagoretti North,"Othaya Rd, Kileleshwa",23.0,3.0,3.0,170000
Dagoretti North,Kilimani,300.0,5.0,6.0,170000
Westlands,Riverside,3.0,3.0,3.0,170000
Westlands,"Mpaka road, Parklands",4.0,4.0,3.0,170000
Dagoretti North,Kilimani,1.0,1.0,1.0,170000
Westlands,Westlands Area,3.0,3.0,3.0,170000
Westlands,"Brookside Drive, Brookside",270.0,3.0,4.0,170000
Westlands,"Parklands Road, Westlands, Nairobi, Parklands",279.0,4.0,,170000
Westlands,General Mathenge,3.0,3.0,4.0,170000
Thika Road,"Garden City, Thika Road, Thika Road",3.0,3.0,2.0,170000
Westlands,Riverside,3.0,3.0,4.0,170000
Dagoretti North,Kilimani,3.0,3.0,4.0,172000
Westlands,Parklands,4.0,4.0,4.0,172000
Westlands,"General Mathenge Drive, Parklands",280.0,3.0,,175000
Westlands,General Mathenge,3.0,3.0,,175000
Westlands,General Mathenge,3.0,3.0,4.0,175000
Westlands,"General Mathenge, Westlands Area",4.0,4.0,4.0,175000
Westlands,General Mathenge,4.0,4.0,,175000
Dagoretti North,Kilimani,2.0,2.0,2.0,175000
Westlands,Parklands,3.0,3.0,3.0,175000
Westlands,General Mathenge,4.0,4.0,4.0,175000
Westlands,"Donyo Sabuk Avenue, General Mathenge",4.0,4.0,5.0,175000
Westlands,General Mathenge,3.0,3.0,3.0,175000
Westlands,"Riverside Grove, Riverside",279.0,3.0,3.0,175000
Westlands,"Donyo Sabuk Avenue, General Mathenge",4.0,4.0,4.0,175000
Westlands,"Westlands, Westlands Area",4.0,4.0,4.0,175000
Dagoretti North,"Wood Avenue, Kilimani",2.0,2.0,2.0,180000
Westlands,"Off Riverside Drive, Riverside",3.0,3.0,3.0,180000
Dagoretti North,State House,3.0,3.0,,180000
Dagoretti North,"Kitale Lane, Kilimani",13.0,2.0,2.0,180000
Westlands,"riverside drive, Riverside",4.0,4.0,4.0,180000
Dagoretti North,"Kilimani, Kilimani",3.0,3.0,3.0,180000
Dagoretti North,Kilimani,3.0,3.0,3.0,180000
Langata,Upper Hill,4.0,4.0,4.0,180000
Westlands,Westlands Area,1.0,1.0,2.0,180000
Westlands,"Mwanzi road, Westlands Area",2.0,2.0,2.0,180000
Westlands,"Brookside Drie, Karura",3.0,3.0,3.0,180000
Westlands,Brookside,3.0,3.0,4.0,180000
Dagoretti North,"Laikipia Road, Kileleshwa",3.0,3.0,,180000
Westlands,"Peponi road, Spring Valley",2.0,2.0,2.0,180000
Dagoretti North,Kileleshwa,4.0,4.0,5.0,180000
Westlands,Westlands Area,4.0,4.0,4.0,180000
Dagoretti North,Kilimani,2.0,2.0,,180000
